tweet_id,customer_id,created_at,prior_customer_turn,customer_text,amazon_reply_text,heuristic_bucket,difficulty,human_intent,human_escalate,human_escalate_reason,human_notes
2296687,666778,Sun Nov 12 12:14:52 +0000 2017,,@AmazonHelp I returned product 4th Nov. And not get refund still or any update. I contacted thrice wtf,@666778 Sorry to hear this - which Website (.com / .co.uk / .in / etc) did you place the order ? ^TD,ambiguous,ambiguous,,,,
1806540,407433,Wed Nov 15 00:57:14 +0000 2017,,"@AmazonHelp I hope you're right, because now all the money has disappeared from my gift card amount. And I know I had a couple bucks on it.","@407433 That's a bit strange! If you've recently placed an order, your gift card balance may have been applied. You can check your balance and usage here: https://t.co/kPv3G4Poph. Let us know if we can help! ^BN",other,ambiguous,,,,
1342594,433135,Fri Oct 27 16:18:54 +0000 2017,,"@AmazonHelp Customer service make guarantees they can't keep, and I cycle through a rude associate and one that just sends fairly canned responses.",@433135 Do you need help with a current order? Please tell us more about the reason you called. We'd like to try to help. ^CO,service_complaint,clear,,,,
527776,237635,Sat Dec 02 13:24:06 +0000 2017,,"@AmazonHelp Yes it says it's out for delivery but that's besides the point now, you are actually saying the GUARANTEED delivery date is the date you aim to deliver by unless there is any kind of delay such as the parcel being LATE? Effectively saying the guarantee means nothing?","@237635 The guaranteed delivery date is the date that we aim to meet. If your order is not delivered on or before that date, you are entitled to a refund of the shipping charges for the late shipment. ^GS",delivery,clear,,,,
1395005,216201,Sat Oct 28 14:29:08 +0000 2017,,@AmazonHelp Thanks! Trying to see if I can get a return label without having to pay for it! Doesn’t seem to be an option this time.,@216201 Hi! What is the reason for the return? ^DA,return_cancel,clear,,,,
914811,337241,Sat Oct 21 09:17:39 +0000 2017,,@AmazonHelp Just spoke to their customer services &amp; they can't explain why it wasn't delivered. Apparently I can't collect either &amp; need to wait til mon,@337241 Please let us know how it goes! ^RL,delivery,clear,,,,
527774,237635,Sat Dec 02 13:16:28 +0000 2017,,@AmazonHelp And what about the other delivery due yesterday which didn't turn up after being out for delivery all day that was not damaged and as yet I haven't had any reason for given?,"@237635 Sorry to hear that, Dominic. Can I ask if you've had any tracking updates on that order? You can check here: https://t.co/Y5jpI9gRhE ^TI",ambiguous,ambiguous,,,,
1125096,231087,Sat Nov 25 18:51:19 +0000 2017,,@AmazonHelp did you miss the point I can no longer log into my Prime account?,"@231087 I understand your frustration! Have you already tried a password reset? If so, you may reach us through this link: https://t.co/1e9mMI6ASL It won't require you to sign in. Select ""I cannot sign in to my account"" from the menu. ^SJ",account_access,clear,,,,
2795370,780044,Tue Nov 21 23:13:20 +0000 2017,,@AmazonHelp That was not fruitful my amzn order number is 114-5542073-1102666. Picked up on the 17th by ups.,"@780044 When you spoke to us, did we offer any options? If so, what solution was given to you? ^LH",other,ambiguous,,,,
2604925,737051,Fri Nov 17 10:32:12 +0000 2017,,"@AmazonHelp I am not sure, but it said the return window closed in September. does it mean I can't exchange it?","@737051 You may need to contact the manufacturer, can you send us a link to the item on the website? ^JJ",return_cancel,clear,,,,
1266464,416536,Thu Oct 26 12:40:10 +0000 2017,,"@115850  @117176
In shock &amp; trauma! Fake order processed and charged &amp; Payment processed from closed credit card without owners consent","@416536 That is definitely unexpected. Have you reported this to our support team?  If not, please do here: https://t.co/vlvfJr4nN9 ^SK",ambiguous,ambiguous,,,,
5190,203465,Sat Nov 25 04:51:58 +0000 2017,,"@115850 All fake special offers which I didn't get in one plus 5, same is displayed on 5T😂😂😂","@203465 All the offers are genuine. If you haven't received any of the benefits, please contact us here: https://t.co/YEjpVBTScD and we'll be happy to help. ^SH",item_issue,clear,,,,
273890,181445,Fri Oct 06 05:45:01 +0000 2017,,"@AmazonHelp There was ""hold"" music for about 10+ mins, then silence for 10 mins or so, then call discnnctd...","@181445 Provide your details here: https://t.co/ZlYVEoZx1C and ""Skip Sign in"" so my team can look into this further. ^EZ",other,ambiguous,,,,
324374,193273,Sat Oct 07 15:12:48 +0000 2017,,@AmazonHelp I notice a possible glitch on the sign in page of your iPhone app https://t.co/iZx8z4vSMh,@193273 Have you tried shutting down the app and re-launching it. Is the app on your device the most updated one? ^GL,app_technical,clear,,,,
1621305,496825,Sun Nov 05 16:28:27 +0000 2017,,Hey @118919 send someone from your end so I can shove these broken pieces of ketchup bottles that you sent me in your ass! @115821 https://t.co/hZnTCC34yT,@496825 I'm terribly sorry for this situation. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MP,item_issue,clear,,,,
2671630,752282,Tue Oct 31 10:16:40 +0000 2017,,@AmazonHelp How can you tell? When I go on Settings at the bottom it says 'Version: Kindle 4.1.3' is that it?,@752282 You can verify which Kindle you have by logging into your account and then clicking here: https://t.co/PbGHDLKiHC ^TH,app_technical,clear,,,,
1976727,584423,Wed Oct 18 18:34:59 +0000 2017,,@AmazonHelp Thanks for your reply! I just got an email from from Amazon which is very helpful!,@584423 Glad to know that. Do keep us posted for any further concerns. ^SG,other,ambiguous,,,,
1618378,180358,Sun Nov 05 14:55:09 +0000 2017,,@AmazonHelp Just change the search engine on Prime Video. You don’t need another online formal complaint for this . Just do it.,@180358 I understand. Please help us with your feedback on the link provided earlier and we'll review it internally. ^PB,service_complaint,clear,,,,
2337943,186672,Fri Oct 20 06:51:19 +0000 2017,,@AmazonHelp So far your agent Sujai has not been able to figure out the issue. Same thing happened last year. I continue paying for non-working app!,@186672 The Digital Team will be able to assist  ^TD,app_technical,clear,,,,
1043560,366777,Mon Oct 23 09:33:26 +0000 2017,,"@116928 Trying to claim refund for the government funded bank of books, ,( banco de llibres) please advise","@366777 What information do you need from us, Katie? ^AR",refund_billing,clear,,,,
831262,317949,Fri Oct 13 04:27:48 +0000 2017,,@AmazonHelp Third class service ever n ever..my 500 cashback still not credited promised date is already over..bad customer service,@317949 I'm sorry to know about the pending cashback. Kindly share your details here: https://t.co/beaaDlIL5C and we'll check. ^GK,other,ambiguous,,,,
1203411,402708,Wed Oct 25 13:25:45 +0000 2017,,@AmazonHelp Still nothing? WHY DO I PAY FOR #PRIME AND HAVE TO PAY ANOTHER £8 TO GET THIS NEXT DAY?,@402708 This item is dispatched from and sold by one of our sellers and isn't Prime eligible. I'm sorry for the inconvenience! ^HS,other,ambiguous,,,,
793854,227282,Thu Oct 12 13:20:25 +0000 2017,,"@AmazonHelp had apparently cancelled my replacement request for the G80 🤔
Sent a new request, hopefully this time it works.","@227282 We'd love to help any way we can! Just to clarify, are you submitting the request on https://t.co/hSs9w9f1pF,.de,.co.uk,.ca? ^AL",return_cancel,clear,,,,
1047243,367527,Mon Oct 23 11:23:29 +0000 2017,,"@AmazonHelp Yes, between shioty online and phone customer service and being double charged for an item, I will no longer be using your services, ever.","@367527 Hi, is it an authorization perhaps? If so, it'll drop off &amp; disappear: https://t.co/oi0cSSkfq0 ^TS",refund_billing,clear,,,,
792689,309026,Thu Oct 12 13:23:04 +0000 2017,,@AmazonHelp I don't think u had the proper delivery team to deliver the product actually.. please look on it first,@309026 confirm if you've filled in the details through the secure link provided earlier?^AP,delivery,clear,,,,
261236,178198,Thu Oct 05 21:39:26 +0000 2017,,@AmazonHelp I'm not sure. My password was working earlier today but now it's not. I was trying to check the my order status but can't login,"@178198 We'd like to look into this with you, please reach us by phone, here: https://t.co/jzvkhdlrK5 ^AG",account_access,clear,,,,
891508,331695,Fri Oct 20 23:53:35 +0000 2017,,"@AmazonHelp 18 cancelled orders in a week. Multiple account resets failed. Forced to open new account, resub to prime, n my account will...",@331695 I'm sorry for the trouble! We'd like to look into this with you by phone or chat here: https://t.co/jzvkhdlrK5 ^KJ,return_cancel,clear,,,,
239638,142494,Wed Oct 04 14:26:11 +0000 2017,,"@115830 placed 2 orders separately yesterday, at separate times, paid postage on both but you put them in the same 📦, can I get a refund?","@142494 Hi Neil! We can't see your account info on Twitter, so to best help you'll need to call or chat here:  https://t.co/JzP7hlA23B ^JD",refund_billing,clear,,,,
2422754,364344,Tue Nov 14 18:10:00 +0000 2017,,"@AmazonHelp I had requested for replacement of my kindle device under warranty. However, even after a week after raising the original request, no service personnel has contacted me. User mail:__email__ ORDER # 408-5987349-1861106","@364344 I’m sorry about this experience, Dineshotham. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",app_technical,clear,,,,
133809,146154,Thu Nov 23 07:08:14 +0000 2017,,"@AmazonHelp I was looking for product.
I started placing order from 22-nov itself but your amazon app (which is crap) didnt send me OTP on time and few times transaction got declined.",@146154 I am sorry to hear about the issues you are having. When your card issuer declines a charge they don't inform us the reason why. You can get in touch with your card issuer for more info.^SM,app_technical,clear,,,,
1402164,289927,Sat Oct 28 20:30:18 +0000 2017,,@AmazonHelp This was a gift,@289927 I'm sorry for the incorrect link. Please contact us with this link to explore options: https://t.co/hApLpMlfHN ^JF,other,ambiguous,,,,
99986,137897,Thu Nov 30 16:43:12 +0000 2017,,"@AmazonHelp Hello, I'm unable to log into an account I probably haven't used in 3 years, but need to access. I've even reset the password twice but it's still not letting me in. Can you offer any support?",@137897 I'm sorry for any aggravation! You can reach out to us by phone and e-mail here: https://t.co/jzvkhdlrK5,account_access,clear,,,,
2610647,738289,Fri Nov 17 11:31:37 +0000 2017,,@AmazonHelp I've been sent an email about Amazon Prime subscription but I don't know anything about it so it could be a scam. Could I send you a print screen to check?,"@738289 Hello, Dee! You can check out the following link for ways to identify if an email is from Amazon or not, as well as how to report a phishing email: https://t.co/Nrpr7E6CwD ^MW",other,ambiguous,,,,
976720,293451,Wed Oct 25 14:49:52 +0000 2017,,"@115850 @123288 Third day passed yet no call for return pickup and still amazon want customer always satisfied with line ""SORRY FOR INCONVENIENCE""",@293451 We understand that proceedings has been lengthy. We value your time and will resolve your issue at the earliest. ^CB,return_cancel,clear,,,,
520754,240217,Sat Dec 02 02:57:37 +0000 2017,,"I think the Amazon delivery driver swiped my package.  The photo they put on the website as ""proof"" of delivery was of an envelope of my mom's package, and the same photo was used as proof for my order and for her on her account.  It obviously wouldn't have fit in my order","@240217 Hey Laban, we'd like to investigate what you've reported. Please leave us your information here: https://t.co/6J7qXPlf1Q We'll be in touch soon after! ^PF",delivery,clear,,,,
1376740,217980,Sat Oct 28 01:34:54 +0000 2017,,"Another day, another late @115821 ""same day"" delivery. I don't even bother complaining anymore because nothing changes. It's still not here.",@217980 I'm sorry for the delay! Who is the carrier and what does the latest tracking update show here: https://t.co/hyFdJjahAf? ^MB,ambiguous,ambiguous,,,,
1432348,452595,Thu Nov 02 12:55:36 +0000 2017,,"@AmazonHelp hehe 🙃 he's not born yet, but I just had to get him the Bouncer, been getting loads of things on Amazon, I love it 😍😁",@452595 Ah lovely  - Mammy to be deserves a little pampering ! 😜😀 Pls fill in your details for a gift: https://t.co/tkLCr7DNil  ^TD,other,ambiguous,,,,
425093,134321,Mon Nov 20 21:15:58 +0000 2017,,@AmazonHelp Be specific. What does at the earliest mean? Give me a date and time.,@134321 A correspondence will be sent to your email within 12 hours post filling the details using the secured link. Appreciate your patience. ^SD,other,ambiguous,,,,
2301626,667968,Sun Nov 12 17:56:23 +0000 2017,,"@AmazonHelp If I would like to make a complaint regarding the delivering of an Amazon Prime package, who should I contact? Thank you for your help.","@667968 I'm sorry for the trouble with your delivery. Depends on the nature of the complaint and who the carrier is, then we'll be able to point you in the right direction. You can find the carrier information here: https://t.co/Y5jpI9gRhE ^AN",ambiguous,ambiguous,,,,
386792,207569,Mon Oct 09 13:26:18 +0000 2017,,@AmazonHelp Couldn't  get my gaurented delivery  today 3rd time thanks for and i paid for it with prime.  You can amazon  customer care for my complaint,"@207569 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG",ambiguous,ambiguous,,,,
77373,133246,Thu Nov 30 12:21:59 +0000 2017,,Fuck sake @115830 what's the point selling stuff then saying it's out of stock a week later. Now gotta pay extra and wait ANOTHER week. Useless. 😒,@133246 Sorry to hear about this. Who was the seller of the item? You can find the seller info on your order here:  https://t.co/aaDyEz1VgE. ^MI,service_complaint,clear,,,,
128785,144970,Fri Nov 24 04:15:26 +0000 2017,"@115850 your image is being shattered by your delivery men twice in 7days, first with order number 402-7292376-4018711, a two-day delivery product which was delayed by the delivery guy by 2 days and now today 1/n","@115850 @115850 tell me this, why are you shadowing the issue by calling it a damaged product was delivered? The product was not delivered at all as the delivery person decided he won't come to the location and asked me to visit the bus stand to collect the product. 1/n https://t.co/T5bf0KdGoE",@144970 Please reply to the email you've received and we'll look into it and reach out to you soon. ^AP,ambiguous,ambiguous,,,,
878795,207355,Fri Oct 20 19:34:54 +0000 2017,,@AmazonHelp i already filled form once. i called &amp; wrote email 100 times. amazon does nothing ..  worst customer care in entire industry.,"@207355 I understand your concern, Manan. Please reply to the correspondence you've received from us. I'll get back to you. ^HD",service_complaint,clear,,,,
1124101,385068,Tue Oct 24 07:38:46 +0000 2017,,@115850  still waiting for assembly that was scheduled 10 to 12.... live chat not helpful,"@385068 I’m sorry about the delay in assembly. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc. ^RW",service_complaint,clear,,,,
356722,200703,Sun Oct 08 17:09:32 +0000 2017,,@AmazonHelp Not a twiterrati he is. Any possible solutions?,@200703 He can connect with our support team here: https://t.co/TK4yevTaND. ^NR,other,ambiguous,,,,
205000,164555,Tue Oct 03 22:34:58 +0000 2017,,Since when does @AmazonHelp charge almost $20 for return shipping. I am so dissatisfied with prime...,@164555 We're sorry for the trouble; we'd like to help! Was this item sold/fulfilled by a third-party seller: https://t.co/Y5jpI9gRhE ^WM,ambiguous,ambiguous,,,,
1494753,467065,Sun Nov 05 11:52:40 +0000 2017,,@AmazonHelp You did it again. Received wrong product today sixth time..  #nowords @AmazonHelp,@467065 I'm sorry you've received a wrong product. Could you confirm if you've shared the details through the link provided earlier? ^AP,item_issue,clear,,,,
358765,200971,Sun Oct 08 15:45:20 +0000 2017,,@AmazonHelp It was a third party seller from USA. I am in Germany. What should I do?,"@200971 You can contact the seller via your customer account. Next to your order is a contact button for the seller, who sold it. ^MH",other,ambiguous,,,,
562870,251767,Sat Dec 02 23:22:42 +0000 2017,,@116090 waiting 2 days for my order on a prime membership &amp; called your customer service. Keep waiting is all I’m told... are you serious? Shipped this morning at 5:15am... 13 hours and counting.,@251767 I'm sorry for this wait. Deliveries continue through to 8PM. Please keep us informed of your order's arrival. ^DO,delivery,clear,,,,
57477,129036,Wed Nov 01 19:56:27 +0000 2017,,Pay for @115821 prime and I’ve order 2 items in the last 2 days both I’ve had issues with delivery! Fuming!,@129036 So sorry for the issues! Without sharing personal account information can you please provided additional information? ^LS,delivery,clear,,,,
2718478,280281,Mon Nov 20 08:24:25 +0000 2017,,"@AmazonHelp Yeah, Amazon Flex. Absolutely hopeless already emailed numerous times and total waste of time. Responses are embarrassing from such a big company. Instead of hiding behind emails, how’s about picking the phone up. Clueless &amp; messing with people lives. @115851","@280281 Hey Colin, please do contact us here: https://t.co/JzP7hlA23B and we'll be able to connect you with our Amazon Flex team. ^MA",service_complaint,clear,,,,
418168,214769,Tue Oct 10 03:39:30 +0000 2017,,"There is a bug on clicked account&amp; lists, no action @115851",@214769 Thanks for telling us! Which device are you experiencing this issue on? Have you tried clearing cache and cookies? ^WT,app_technical,clear,,,,
2877083,798650,Tue Nov 28 06:27:01 +0000 2017,,@115821 what's up with the shipping recently? All of my Prime orders have been delivered late.,@798650 I'm sorry for the wait! Are you noticing your late deliveries with a certain carrier: https://t.co/Y5jpI9gRhE? ^DW,delivery,clear,,,,
480529,229196,Fri Dec 01 12:16:56 +0000 2017,,@AmazonHelp hi i appear to have paid for my gift card twice?,@229196 I'm sorry for the unexpected transaction. It sounds like you may be seeing an authorisation. We have more info listed here: https://t.co/4E5e2v3gcn ^RA,other,ambiguous,,,,
1494259,466966,Fri Nov 03 11:16:08 +0000 2017,,@AmazonHelp And what happens when I don’t get a ‘out for delivery’ notification by 7pm?,"@466966 Hi, we'd expect your order to arrive today as scheduled. ^TS",delivery,clear,,,,
425185,216160,Tue Nov 21 17:08:45 +0000 2017,,@AmazonHelp Yes thanks. I’ve picked it up.,"@216160 That's great, Tom! Let us know if we can be of further assistance! ^SM",other,ambiguous,,,,
373316,204462,Mon Oct 09 00:32:38 +0000 2017,,"@AmazonHelp It says expected oct 6 and says it’s shipped? Idk I just requested another one, thanks I think? Can it be free","@204462 Thanks for confirming! Is it assigned to a carrier? If so, which one ^HC",delivery,clear,,,,
2983651,822765,Thu Nov 30 05:45:43 +0000 2017,,"So like, I'm never the one to complain but why have @117795 if your package doesn't get delivered the day its supposed to. Two-day shipping became UNKNOWN arrival and, where's my package located??????????!!!!!!!!!!!!!!","@822765 I'm sorry for the frustration. Just to clarify, are you having an issue with a current order? ^SG",ambiguous,ambiguous,,,,
2301553,667948,Sat Nov 11 12:00:58 +0000 2017,,"Change your name from @115850 @AmazonHelp  to #AmateursInDelivery. Check the Expected date of delivery and Today's Date. Every country in the world right now is on 11th November, Which Planet Clock are you guys following? Where are your delivery agent's, playing Ludo? https://t.co/GZbgqvuhtg","@667948 I apologize for the delay. May I know if you have reported this to our team here :https://t.co/2t6DQoUmNZ ?  If not, kindly connect with us via the above link, so that we can check what went wrong? ^PR",delivery,clear,,,,
1488779,465798,Mon Nov 06 10:39:14 +0000 2017,,@AmazonHelp till date I have not received my refund,@465798 Our team has sent a correspondence to your registered email address. Kindly check for the same. ^AP,refund_billing,clear,,,,
503497,235324,Fri Dec 01 20:24:20 +0000 2017,,@AmazonHelp @115830 I have accidentally put an order through and I cannot cancel it please can someone help? Thank you,@235324 I'm afraid we can't view orders here on Twitter but please reach out to us directly so we can take a look: https://t.co/JzP7hlA23B ^BG,return_cancel,clear,,,,
42510,125393,Wed Nov 01 16:09:20 +0000 2017,,"@AmazonHelp Kindle oasis. I return items on it, and on my account from my laptop, but the device still shows them as borrowed.","@125393 Thanks for the info, Lucy! Please contact us here:  https://t.co/hApLpMlfHN so we can look into the issue for you! ^AD",ambiguous,ambiguous,,,,
2608092,737744,Mon Oct 30 22:01:09 +0000 2017,,@AmazonHelp I’m only missing the part that goes with the sling to connect the straps https://t.co/1W5eC7yra3,@737744 I'm sorry your order was incomplete. We're here to help you! Please reach out here: https://t.co/7qT6HvWQbP. Thank you. ^SE,item_issue,clear,,,,
932680,341234,Tue Oct 24 10:24:14 +0000 2017,,@AmazonHelp That's a login link but I can't login because it's locked or says password is wrong,@341234 Use the link *Forget Password. Then *Customer Service. :-) Regards ^SM https://t.co/yYFvhhy8NR,account_access,clear,,,,
1063004,371004,Mon Oct 23 14:28:56 +0000 2017,,@AmazonHelp No. https://t.co/5BA1oMe9xR shipped to India.,@371004 You can find more info regarding our return shipping policies here: https://t.co/zqDxAERzeJ ^BG,delivery,clear,,,,
428986,158494,Tue Oct 10 14:16:39 +0000 2017,,@AmazonHelp Oh order new cell got defacto product @115850 not ready to do compansation and refund @115851 5 order 4 got defect no customercentic,@158494 Apologies for the ordeal Jaymit. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,refund_billing,clear,,,,
382254,206634,Fri Oct 27 11:13:38 +0000 2017,,@AmazonHelp expected 25th oct. dispatched. order placed 25th september 2017 thats all really,@206634 Thanks for the update. Please contact us via phone or chat so we can discuss options with you:  https://t.co/JzP7hlA23B ^MW,delivery,clear,,,,
2757423,224845,Tue Nov 21 03:16:07 +0000 2017,,@116090 @115828 @115821 my Amazon prime free trial has been awesome. Saved at least 30 dollars on game pre orders and and 20 on shipping.  Will be staying with prime for ever now #YouGotAPrimeCustomerForLife,@224845 We're glad to have you as a valuable Prime customer! ^TN,other,ambiguous,,,,
2764416,773243,Tue Nov 21 09:04:38 +0000 2017,,@AmazonHelp after connecting care team they are not taking request and giving 4-5 wrking day waiting for resolve after 5 day refund not receive then again the same story repeat to another executive thenthey again taking request &amp; result is the same not resolution after frustration I hd tweet,@773243 Sorry for the trouble with your refund.  We'd like to look into this issue and help you. Please fill this form: https://t.co/beaaDm0muc and we’ll get in touch with you soon. ^RI,refund_billing,clear,,,,
2337946,186672,Fri Oct 20 06:58:46 +0000 2017,,"@AmazonHelp It has been 30 minutes, 46 seconds with their poor attempts at assisting &amp; 14 min long hold. I suspect they have NO CLUE!",@186672 Are they currently investigating the issue further for you? ^NV,other,ambiguous,,,,
285058,183918,Fri Oct 06 14:29:54 +0000 2017,,@AmazonHelp And what about the fake guarantee of delivering the order by 8pm. I haven't received my packet yet,@183918 Do connect with our support team on this. I'm sure they would help you. Do keep us posted. ^CB,ambiguous,ambiguous,,,,
1536939,476516,Sun Nov 05 06:54:51 +0000 2017,@AmazonHelp Any feedback?,@AmazonHelp Issue resolved. Item delivered today. Thank you.,@476516 That's what we'd love to hear. Feel free to post us for any further concerns.^SC,delivery,clear,,,,
257164,177163,Thu Oct 05 19:32:12 +0000 2017,,@115821 how are we meant to contact you? There's no email or phone number online,"@177163 Thanks for reaching out to us! You can contact us by phone, chat, or e-mail here: https://t.co/qy3J24VGxb ^GR",other,ambiguous,,,,
1652908,206633,Mon Nov 06 07:21:20 +0000 2017,,@137341 i am having an issue with my Kindle device. Is this the right place to ask for help?,@206633 I'm Sorry to know that your facing an issue with your kindle. 1/2 ^SY,app_technical,clear,,,,
1257465,414665,Thu Oct 26 07:36:54 +0000 2017,,@AmazonHelp And I wouldn’t be so unhappy if I didn’t require it ASAP for my work,@414665 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,other,ambiguous,,,,
2945543,813628,Wed Nov 29 15:25:02 +0000 2017,,It's been a week and I still haven't received my copy of Xanathars guide to everything that I per-ordered from @115830 Not happy!,@813628 I'm so sorry to hear your order hasn't shipped yet. Did you qualify for release day delivery? You can find out more about that here: https://t.co/6f44QVpyvp ^VF,other,ambiguous,,,,
1488776,465798,Fri Nov 03 15:45:16 +0000 2017,,@AmazonHelp haven't received anything regarding refund yet,"@465798 I'm sorry about that, Yatendra. We haven't received the details. Kindly submit your details using the link mentioned earlier. ^GD",refund_billing,clear,,,,
416388,214321,Tue Oct 10 02:26:12 +0000 2017,,remember the dresser i ordered from amazon that was fucked? ya i ordered a desk from amazon and it also came broken lmao :) @115821,@214321 I'm so sorry to hear this! Was it packaged well? Have you reported this to us yet: https://t.co/hApLpMlfHN? ^ST,item_issue,clear,,,,
1843527,552376,Sun Nov 26 08:10:22 +0000 2017,,@AmazonHelp Yes i have but with no help .im using US . but some reps dont even know what a trade in is .i know that i called on thanksgiving but that is no excuse to trat me like this,@552376 Thanks for that information. Please fill in this link and we will reach out to you as soon as possible:https://t.co/mk7tow11c4  ^CR,other,ambiguous,,,,
1610707,469696,Sun Nov 05 11:07:32 +0000 2017,,@115833 can you safely connect headphones to the live level output on the echo dot?,@469696 Please reach out here so we can check this for you  https://t.co/JzP7hlA23B ^KM,app_technical,clear,,,,
